"argomento","codice","domanda","opzione_a","opzione_b","opzione_c","opzione_d","corretta","riferimento"
"Gestione ambientale operativa - Formulario e trasporto","AMB_085","Il destinatario indicato deve poter ricevere:","Quello specifico rifiuto nelle condizioni autorizzate","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","A","Art. 193 D.Lgs. 152/2006; D.M. 59/2023"
"Gestione ambientale operativa - Formulario e trasporto","AMB_086","In caso di respingimento del carico occorre:","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Attivare subito la procedura e garantire tracciabilità","D","Art. 193 D.Lgs. 152/2006; D.M. 59/2023"
"Gestione ambientale operativa - Formulario e trasporto","AMB_087","La verifica della targa del mezzo aiuta a:","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","Controllare la corrispondenza con i titoli di trasporto","È sempre una scelta discrezionale del singolo operatore","C","Art. 193 D.Lgs. 152/2006; D.M. 59/2023"
"Gestione ambientale operativa - Formulario e trasporto","AMB_088","I colli consegnati al trasportatore devono essere:","Può essere deciso senza conoscere il rifiuto","Chiusi, integri e identificati","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","B","Art. 193 D.Lgs. 152/2006; D.M. 59/2023"
"Gestione ambientale operativa - Formulario e trasporto","AMB_089","Il produttore deve ricevere evidenza dell'accettazione a destino:","Secondo le modalità e i termini previsti","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","A","Art. 193 D.Lgs. 152/2006; D.M. 59/2023"
"Gestione ambientale operativa - Formulario e trasporto","AMB_090","Firmare un formulario senza controllarlo è:","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Una pratica scorretta che può compromettere la tracciabilità","D","Art. 193 D.Lgs. 152/2006; D.M. 59/2023"
"Gestione ambientale operativa - RENTRI","AMB_091","RENTRI significa:","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Registro elettronico nazionale per la tracciabilità dei rifiuti","Riguarda esclusivamente gli enti pubblici","C","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_092","Il RENTRI introduce:","Non richiede controlli o registrazioni","Una gestione digitale progressiva della tracciabilità dei rifiuti","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","B","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_093","L'iscrizione al RENTRI avviene:","Secondo scaglioni e requisiti previsti dalla normativa","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","A","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_094","I nuovi modelli di registro e formulario sono definiti da:","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","D.M. 59/2023 e decreti direttoriali attuativi","D","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_095","Prima di applicare una scadenza RENTRI occorre verificare:","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","Categoria, numero di dipendenti e attività del soggetto","È sufficiente procedere come si è sempre fatto","C","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_096","L'accesso ai servizi RENTRI richiede:","Si applica solo dopo un incidente","Identificazione digitale e corretta gestione delle deleghe","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","B","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_097","La vidimazione digitale del formulario è collegata a:","Servizi previsti dal sistema RENTRI","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","A","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_098","Un errore nei dati digitali deve essere gestito:","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Con le procedure di rettifica previste, mantenendo la tracciabilità","D","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_099","Le procedure aziendali RENTRI devono indicare:","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","Chi inserisce, controlla e conserva i dati","È sempre una scelta discrezionale del singolo operatore","C","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - RENTRI","AMB_100","L'adozione del RENTRI elimina la necessità di controllare i dati?","Può essere deciso senza conoscere il rifiuto","No, la qualità e coerenza dei dati restano essenziali","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","B","D.M. 4 aprile 2023 n. 59; portale RENTRI"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_101","L'Albo nazionale gestori ambientali riguarda, tra gli altri:","Soggetti che svolgono attività di raccolta e trasporto rifiuti","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","A","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_102","Prima di affidare un trasporto si deve controllare:","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Validità dell'iscrizione e codici EER autorizzati","D","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_103","Un'autorizzazione scaduta è:","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Non idonea a coprire l'attività","Riguarda esclusivamente gli enti pubblici","C","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_104","L'iscrizione del trasportatore va confrontata con:","Non richiede controlli o registrazioni","Rifiuti, categorie, classi e veicoli autorizzati","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","B","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_105","L'autorizzazione dell'impianto indica:","Operazioni e rifiuti che può ricevere, con eventuali limiti","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","A","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_106","La sola disponibilità di un automezzo rende lecito il trasporto?","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","No, occorrono i titoli previsti","D","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_107","Il trasporto dei propri rifiuti può richiedere:","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","Una specifica iscrizione all'Albo nei casi previsti","È sufficiente procedere come si è sempre fatto","C","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_108","Una copia del provvedimento autorizzativo serve a:","Si applica solo dopo un incidente","Verificare l'effettivo ambito dell'abilitazione","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","B","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_109","Se il codice EER non compare nell'autorizzazione del destinatario:","Il rifiuto non deve essere conferito a quell'impianto","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","A","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Albo e autorizzazioni","AMB_110","Le verifiche sui fornitori ambientali dovrebbero essere:","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Documentate e aggiornate periodicamente","D","Art. 212 D.Lgs. 152/2006; Albo nazionale gestori ambientali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_111","Alla scoperta di uno sversamento la prima azione è:","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","Mettere in sicurezza le persone e dare l'allarme secondo procedura","È sempre una scelta discrezionale del singolo operatore","C","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_112","Uno sversamento va contenuto soltanto se:","Può essere deciso senza conoscere il rifiuto","È possibile farlo in sicurezza con mezzi e formazione adeguati","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","B","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_113","Gli assorbenti contaminati dopo l'intervento diventano:","Rifiuti da classificare in base alla sostanza assorbita","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","A","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_114","È corretto lavare uno sversamento verso un tombino?","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","No, salvo specifica procedura autorizzata che ne garantisca la gestione","D","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_115","I kit antisversamento devono essere:","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Accessibili, completi e adatti alle sostanze presenti","Riguarda esclusivamente gli enti pubblici","C","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_116","Dopo un'emergenza ambientale è necessario:","Non richiede controlli o registrazioni","Registrare l'evento, gestire i rifiuti e individuare azioni correttive","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","B","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_117","In caso di contaminazione potenziale di suolo o acque occorre:","Attivare immediatamente i responsabili e gli adempimenti applicabili","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","A","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_118","Un tombino vicino al deposito dovrebbe essere:","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Protetto nel piano di risposta agli sversamenti","D","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_119","Durante la gestione di uno sversamento ignoto bisogna:","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","Evitare il contatto e attendere personale competente","È sufficiente procedere come si è sempre fatto","C","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Sversamenti ed emergenze","AMB_120","La formazione sulle emergenze deve includere:","Si applica solo dopo un incidente","Allarme, contenimento sicuro, DPI e comunicazioni","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","B","Art. 242 D.Lgs. 152/2006; D.Lgs. 81/2008; procedure aziendali"
"Gestione ambientale operativa - Scarichi idrici","AMB_121","Uno scarico di acque reflue industriali richiede:","La verifica e, quando prevista, l'autorizzazione allo scarico","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","A","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_122","Versare residui chimici nel lavandino è consentito?","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Solo se espressamente ammesso dalla procedura e dall'autorizzazione applicabile","D","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_123","Le acque meteoriche contaminate possono richiedere:","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","Specifiche misure di raccolta e trattamento","È sempre una scelta discrezionale del singolo operatore","C","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_124","I pozzetti di campionamento devono essere:","Può essere deciso senza conoscere il rifiuto","Accessibili e mantenuti in condizioni idonee","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","B","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_125","Una variazione del ciclo produttivo può influire su:","Caratteristiche e autorizzazione degli scarichi","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","A","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_126","La manutenzione dei separatori oli serve a:","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Mantenerne l'efficienza e prevenire scarichi anomali","D","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_127","In caso di scarico anomalo occorre:","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Interrompere la causa se possibile e attivare la procedura","Riguarda esclusivamente gli enti pubblici","C","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_128","Il monitoraggio degli scarichi deve seguire:","Non richiede controlli o registrazioni","Frequenze, parametri e metodi prescritti","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","B","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_129","I fanghi prodotti dal trattamento delle acque sono:","Rifiuti da classificare e gestire correttamente","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","A","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Scarichi idrici","AMB_130","Tenere separati i circuiti aiuta a:","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Evitare contaminazioni e trattamenti non necessari","D","Parte III D.Lgs. 152/2006, artt. 73 e seguenti"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_131","Un impianto con emissioni in atmosfera può richiedere:","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","Un'autorizzazione e il rispetto di limiti e prescrizioni","È sufficiente procedere come si è sempre fatto","C","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_132","I sistemi di aspirazione devono essere:","Si applica solo dopo un incidente","Mantenuti efficienti secondo programma","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","B","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_133","Un filtro esausto dell'aspirazione deve essere:","Gestito come rifiuto in base alla contaminazione","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","A","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_134","Odori insoliti o fumi visibili devono essere:","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Segnalati e verificati tempestivamente","D","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_135","Ridurre le perdite di aria compressa consente di:","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","Ridurre consumi energetici e impatti indiretti","È sempre una scelta discrezionale del singolo operatore","C","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_136","Spegnere impianti inutilizzati, quando sicuro, serve a:","Può essere deciso senza conoscere il rifiuto","Evitare consumi e emissioni non necessari","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","B","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_137","Il consumo idrico si controlla efficacemente con:","Misurazioni periodiche e confronto degli indicatori","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","A","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_138","Una perdita persistente da una tubazione deve essere:","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Segnalata e riparata","D","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_139","Per valutare un miglioramento energetico è utile:","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Confrontare consumi normalizzati rispetto alla produzione o all'attività","Riguarda esclusivamente gli enti pubblici","C","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Emissioni, energia e risorse","AMB_140","La manutenzione ambientale dovrebbe essere:","Non richiede controlli o registrazioni","Pianificata, registrata e verificata","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","B","Parte V D.Lgs. 152/2006; ISO 14001:2015, punti 6 e 8"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_141","La scheda di sicurezza fornisce informazioni utili su:","Pericoli, stoccaggio, sversamenti e smaltimento","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","A","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_142","Prima di acquistare una sostanza è utile valutare:","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Alternative meno pericolose e quantità realmente necessarie","D","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_143","Un prodotto scaduto diventa automaticamente rifiuto?","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","Quando il detentore se ne disfa, intende o deve disfarsene","È sufficiente procedere come si è sempre fatto","C","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_144","Gli imballaggi contaminati devono essere:","Si applica solo dopo un incidente","Valutati separatamente dagli imballaggi puliti","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","B","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_145","Il travaso in un recipiente anonimo è:","Da evitare perché compromette identificazione e sicurezza","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","A","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_146","Un fornitore può contribuire alla prevenzione offrendo:","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Imballaggi a rendere o sistemi di ricarica","D","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_147","Le quantità acquistate in eccesso possono aumentare:","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","Scadenze, sprechi e rifiuti","È sempre una scelta discrezionale del singolo operatore","C","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_148","La segregazione delle sostanze incompatibili riduce:","Può essere deciso senza conoscere il rifiuto","Rischio di reazioni e contaminazioni","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","B","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_149","I pallet riutilizzabili, se ancora prodotti, favoriscono:","Il riutilizzo e la riduzione dei rifiuti","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","A","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sostanze, imballaggi e fornitori","AMB_150","La valutazione ambientale dei fornitori può includere:","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Autorizzazioni, prestazioni e soluzioni di riduzione degli impatti","D","Reg. (CE) 1907/2006; Reg. (CE) 1272/2008; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_151","Un aspetto ambientale è:","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Un elemento delle attività che interagisce o può interagire con l'ambiente","Riguarda esclusivamente gli enti pubblici","C","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_152","Un impatto ambientale è:","Non richiede controlli o registrazioni","Una modifica dell'ambiente causata in tutto o in parte da un aspetto ambientale","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","B","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_153","La significatività degli aspetti dovrebbe basarsi su:","Criteri definiti, coerenti e documentati","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","A","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_154","La conformità legislativa deve essere:","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","Valutata periodicamente","D","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_155","Una non conformità ambientale richiede:","Riguarda esclusivamente gli enti pubblici","È sempre una scelta discrezionale del singolo operatore","Correzione, analisi delle cause e azione correttiva quando necessaria","È sufficiente procedere come si è sempre fatto","C","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_156","Un audit ambientale serve a:","Si applica solo dopo un incidente","Verificare applicazione ed efficacia del sistema","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","B","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_157","Gli obiettivi ambientali dovrebbero essere:","Coerenti, misurabili ove possibile e monitorati","È sempre una scelta discrezionale del singolo operatore","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","A","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_158","La preparazione alle emergenze deve essere:","Non richiede controlli o registrazioni","Può essere deciso senza conoscere il rifiuto","Si applica solo dopo un incidente","Provata e riesaminata periodicamente quando praticabile","D","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_159","Un indicatore utile per i rifiuti è:","È sufficiente procedere come si è sempre fatto","Riguarda esclusivamente gli enti pubblici","Chilogrammi di rifiuto per unità di prodotto o attività","È sempre una scelta discrezionale del singolo operatore","C","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
"Gestione ambientale operativa - Sistema di gestione e controlli","AMB_160","Il miglioramento continuo richiede:","Può essere deciso senza conoscere il rifiuto","Dati, obiettivi, azioni e verifica dei risultati","Si applica solo dopo un incidente","Non richiede controlli o registrazioni","B","ISO 14001:2015, punti 6-10; D.Lgs. 152/2006"
