argomento,codice,domanda,opzione_a,opzione_b,opzione_c,opzione_d,corretta,riferimento
"HACCP - Somministrazione e preparazioni semplici","HACCP_096","Le vaschette di gelato devono essere:","Appoggiate sul pavimento","Riempite mescolando residui vecchi e nuovi senza controllo","Lasciate aperte durante la chiusura del locale","Protette e conservate nelle condizioni previste","D","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_097","Quando si sostituisce una vaschetta di gelato è corretto:","Usare la stessa paletta per tutti i gusti senza pulizia","Versare il prodotto nuovo sopra residui molto vecchi","Lasciare la vaschetta vuota sul banco","Usare contenitori e utensili puliti e seguire la rotazione prevista","D","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_098","La condensa che gocciola sugli alimenti può:","Migliorarne la conservazione","Essere ignorata se è trasparente","Contaminarli e deve essere eliminata la causa","Sostituire il lavaggio","C","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_099","Il frigorifero deve essere sbrinato e pulito:","Soltanto quando smette completamente di funzionare","Secondo il programma previsto e quando necessario","Usando utensili appuntiti non previsti","Mentre gli alimenti restano scoperti all’interno","B","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_100","La registrazione di una temperatura anomala deve essere accompagnata da:","Aumento automatico della scadenza dei prodotti","Verifica della causa e azione correttiva","Chiusura del registro","Cancellazione del valore","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_101","In caso di interruzione elettrica prolungata bisogna:","Servire tutti i prodotti senza verifica","Aprire spesso il frigorifero per controllare","Limitare l’apertura delle porte e valutare tempi, temperature e alimenti","Trasferire gli alimenti vicino a una finestra","C","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_102","Se un prodotto refrigerato arriva caldo o fuori dalle condizioni previste bisogna:","Assaggiarlo per verificare","Servirlo per primo","Metterlo subito in frigorifero senza registrare nulla","Non accettarlo automaticamente e informare il responsabile","D","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_103","Uno spesso strato di ghiaccio nel freezer può:","Ridurre l’efficienza e richiedere manutenzione o sbrinamento","Eliminare la necessità del termometro","Dimostrare che il freezer è sempre perfetto","Rendere sicuro qualsiasi alimento","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_104","Nel frigorifero gli alimenti pronti al consumo devono essere:","Conservati accanto ai prodotti chimici","Appoggiati sotto confezioni che perdono","Protetti da possibili contaminazioni","Lasciati sempre scoperti","C","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_105","Latte, panna e ingredienti deperibili per bevande devono essere:","Rimessi in frigorifero soltanto a fine giornata","Conservati alle condizioni indicate in etichetta","Lasciati sul banco per tutto il turno","Conservati senza tappo","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_106","Frutta tagliata o guarnizioni deperibili per aperitivi devono essere:","Protette e mantenute nelle condizioni previste","Lasciate scoperte a temperatura ambiente per più giorni","Conservate insieme alle spugne","Riutilizzate dai bicchieri dei clienti","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_107","Il ghiaccio destinato alle bevande deve essere considerato:","Un materiale utilizzabile con le mani","Un alimento e quindi protetto da contaminazioni","Un prodotto che si pulisce da solo","Un semplice oggetto decorativo","B","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_108","La macchina del ghiaccio deve essere:","Riempita con contenitori non puliti","Pulita soltanto all’esterno","Usata come deposito di utensili","Pulita e manutenuta secondo il programma e le istruzioni","D","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_109","Per evitare contatti tra allergeni nei gelati è importante:","Usare sempre la stessa paletta senza pulizia","Mescolare i gusti simili","Rimuovere i cartellini degli ingredienti","Usare utensili e modalità di servizio che limitino il trasferimento tra gusti","D","Reg. UE 2021/382; Reg. UE 1169/2011"
"HACCP - Somministrazione e preparazioni semplici","HACCP_110","Un gelato già servito e restituito dal cliente deve essere:","Conservato per il cliente successivo","Rimesso nella vaschetta dello stesso gusto","Eliminato e non rimesso nella vaschetta","Mescolato con il prodotto nuovo","C","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_111","Prima di preparare panini, il piano di lavoro deve essere:","Pulito, sanificato e libero da oggetti estranei","Pulito soltanto a fine turno","Coperto da scontrini e telefoni","Usato anche per appoggiare i rifiuti","A","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_112","Gli ingredienti per i panini devono essere prelevati:","Direttamente con le mani dopo aver toccato denaro","Con utensili caduti a terra","Con mani pulite o utensili idonei e puliti","Con le stesse pinze usate per pulire il banco","C","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_113","Le pinze utilizzate per ingredienti diversi devono essere:","Gestite in modo da evitare contaminazioni e contatti tra allergeni","Appoggiate sul pavimento tra un uso e l’altro","Pulite soltanto se cambiano colore","Sempre una sola per tutti gli ingredienti","A","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_114","Un tagliere molto inciso e difficile da pulire deve essere:","Sostituito quando non è più igienicamente mantenibile","Pulito soltanto con un panno asciutto","Utilizzato solo per il pane","Coperto con carta e usato indefinitamente","A","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_115","Un coltello caduto a terra deve essere:","Riutilizzato subito","Passato sotto acqua per un secondo senza detergente","Sostituito con uno pulito prima di continuare","Pulito sul grembiule","C","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_116","Pomodori, insalata e altri vegetali da usare crudi devono essere:","Lavati e preparati secondo la procedura prevista","Appoggiati nel lavello sporco","Lavare i vegetali con detergenti non idonei","Usati senza alcun controllo","A","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_117","I panini preparati in anticipo devono essere:","Lasciati scoperti sul banco","Protetti, identificati quando necessario e conservati correttamente","Tenuti fino al giorno seguente senza valutazione","Conservati vicino ai rifiuti","B","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_118","Per limitare il tempo fuori frigorifero è opportuno:","Prelevare quantità di ingredienti adeguate al servizio","Aprire contemporaneamente ogni confezione","Scongelare tutto a inizio settimana","Lasciare tutte le scorte sul banco","A","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_119","Gli avanzi di ingredienti rimasti esposti durante il servizio devono essere:","Mescolati con prodotto nuovo","Conservati senza coperchio","Valutati secondo tempo, temperatura e procedura prima di riutilizzarli","Rimessi sempre nella confezione originale","C","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_120","Una salsa o maionese aperta deve essere:","Lasciata sempre sul tavolo","Conservata e utilizzata secondo le indicazioni dell’etichetta","Travasata in un contenitore senza nome","Usata oltre ogni scadenza se ha buon odore","B","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_121","Se un cliente segnala un’allergia mentre ordina un panino bisogna:","Assicurare che il prodotto sia sicuro senza controllare","Togliere soltanto l’ingrediente visibile","Verificare ingredienti e possibilità di contaminazione prima di confermare il servizio","Dire che tutti i panini sono uguali","C","Reg. UE 1169/2011; Reg. UE 2021/382"
"HACCP - Somministrazione e preparazioni semplici","HACCP_122","I guanti usati per preparare un panino devono essere cambiati dopo:","Soltanto se si rompono completamente","Aver toccato superfici sporche, denaro o ingredienti incompatibili","La chiusura del locale","Dieci panini esatti in ogni caso","B","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_123","Per preparare panini senza contaminare il pane è utile:","Organizzare una zona pulita e usare utensili dedicati","Appoggiare il pane sul registratore di cassa","Tenere il pane vicino ai prodotti chimici","Usare il panno dei tavoli come base","A","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_124","Prima di aggiungere una guarnizione pronta al consumo bisogna:","Assaggiarla con le dita","Verificare che sia stata conservata e manipolata correttamente","Lasciarla sul banco per tutta la giornata","Lavare il contenitore solo quando è vuoto","B","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_125","Preparare piccoli lotti di panini durante il servizio aiuta a:","Eliminare la necessità di pulire","Conservare tutti i prodotti a temperatura ambiente","Ridurre il tempo di esposizione e mantenere un migliore controllo","Evitare di controllare le scadenze","C","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_126","Durante il servizio, i bicchieri puliti devono essere presi:","Dal bordo superiore","Con il panno usato per i tavoli","Inserendo le dita all’interno","Dalla base o dallo stelo, evitando il bordo di bevuta","D","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_127","Le posate pulite devono essere maneggiate:","Dalla parte destinata alla bocca","Appoggiandole sul pavimento","Dalla parte che non entra in contatto con la bocca","Con mani appena usate per i rifiuti","C","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_128","Una posata caduta a terra deve essere:","Pulita sulla tovaglia","Usata per servire il pane","Rimessa sul tavolo","Sostituita con una pulita","D","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_129","Gli alimenti esposti per un aperitivo devono essere:","Protetti da contaminazioni e mantenuti nelle condizioni previste","Lasciati senza protezione vicino ai clienti","Conservati accanto ai piatti sporchi","Toccati liberamente con le mani","A","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_130","Quando un vassoio da buffet sta finendo è preferibile:","Usare le mani per compattare gli avanzi","Sostituirlo o rifornirlo secondo una procedura che eviti mescolanze incontrollate","Rimettere nel vassoio gli alimenti avanzati dai piatti","Versare sempre il nuovo prodotto sopra il vecchio","B","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_131","I piatti o bicchieri già usati dai clienti devono essere:","Appoggiati sul banco dei panini","Tenuti separati dalle stoviglie pulite e dalle aree di preparazione","Impilati sopra le posate pulite","Riutilizzati senza lavaggio","B","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_132","Le guarnizioni già inserite in una bevanda restituita dal cliente devono essere:","Lavate rapidamente e riutilizzate","Eliminate insieme alla bevanda","Riutilizzate per un altro cliente","Rimesse nel contenitore delle guarnizioni","B","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_133","Le ciotole di snack lasciate ai tavoli devono essere:","Rabboccate con gli avanzi di altri tavoli","Gestite in porzioni pulite e non riversate nel contenitore originale","Condivise tra tavoli senza controllo","Conservate aperte fino al giorno seguente","B","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_134","La paletta del ghiaccio deve essere conservata:","Sul pavimento vicino al banco","Dentro un bicchiere già usato","In modo pulito, protetto e senza che il manico tocchi il ghiaccio","Completamente immersa nel ghiaccio","C","Reg. CE 852/2004, All. II, Capp. II, V e IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_135","Dopo aver sparecchiato un tavolo e prima di toccare alimenti puliti bisogna:","Continuare senza alcuna precauzione","Indossare un grembiule sopra quello sporco","Pulire le mani sul vassoio","Lavarsi le mani e cambiare eventuali guanti contaminati","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_136","Le informazioni sugli allergeni devono essere fornite al cliente:","Soltanto dopo il pagamento","Solo se il cliente mostra sintomi","Esclusivamente sui prodotti confezionati","Prima che acquisti o consumi l’alimento","D","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_137","Se non si è certi degli allergeni presenti in un panino bisogna:","Assaggiare il prodotto","Controllare la documentazione e non dare risposte a caso","Dire che non contiene allergeni","Togliere il pane e servirlo","B","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_138","Gli allergeni presenti negli alimenti non preimballati devono essere:","Comunicati solo in caso di emergenza","Tenuti segreti per proteggere la ricetta","Indicati soltanto dal fornitore a voce","Comunicati con modalità chiare e supportate da documentazione disponibile","D","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_139","La contaminazione crociata da allergeni avviene quando:","Un allergene passa involontariamente a un altro alimento","Si usa un’etichetta leggibile","Si cambia il tovagliolo del tavolo","Un alimento viene conservato alla temperatura corretta","A","Reg. UE 2021/382 - gestione degli allergeni"
"HACCP - Somministrazione e preparazioni semplici","HACCP_140","Per preparare un alimento destinato a una persona allergica bisogna:","Seguire la procedura prevista e valutare se è possibile evitare il contatto con l’allergene","Usare gli stessi utensili sporchi","Promettere sempre l’assenza totale di tracce","Limitarsi a togliere l’ingrediente visibile","A","Reg. UE 2021/382 - gestione degli allergeni"
"HACCP - Somministrazione e preparazioni semplici","HACCP_141","Pulire una superficie prima di una preparazione per allergici serve a:","Sostituire la comunicazione al cliente","Cambiare il sapore del prodotto","Eliminare la necessità di controllare gli ingredienti","Ridurre il rischio di trasferimento di allergeni","D","Reg. UE 2021/382 - gestione degli allergeni"
"HACCP - Somministrazione e preparazioni semplici","HACCP_142","Cambiare i guanti senza pulire il piano di lavoro:","Rende inutile controllare le etichette","Permette di usare gli stessi utensili","Può non essere sufficiente a evitare il contatto con allergeni","Elimina sempre ogni rischio","C","Reg. UE 2021/382 - gestione degli allergeni"
"HACCP - Somministrazione e preparazioni semplici","HACCP_143","Se il fornitore cambia la ricetta di un ingrediente bisogna:","Rimuovere l’etichetta","Aggiornare le informazioni sugli allergeni prima di utilizzarlo","Informare i clienti solo dopo il consumo","Continuare a usare le vecchie informazioni","B","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_144","Quando un cliente comunica un’allergia, l’informazione deve essere:","Trasferita chiaramente a chi prepara e serve l’ordine","Comunicata agli altri clienti","Scritta soltanto sullo scontrino finale","Dimenticata dopo aver preso la comanda","A","Reg. UE 2021/382 - gestione degli allergeni"
"HACCP - Somministrazione e preparazioni semplici","HACCP_145","Pane e prodotti da forno possono contenere:","Esclusivamente coloranti","Soltanto acqua","Cereali contenenti glutine e altri allergeni indicati in etichetta","Nessun allergene per definizione","C","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_146","Latte e prodotti a base di latte rientrano:","Tra le sostanze o prodotti che possono causare allergie o intolleranze","Tra i prodotti che non richiedono informazioni","Tra gli alimenti sempre privi di allergeni","Tra i detergenti alimentari","A","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_147","Frutta a guscio, arachidi e sesamo devono essere:","Trattati come semplici decorazioni senza rischio","Aggiunti a ogni aperitivo","Conservati senza etichetta","Considerati nella gestione degli allergeni e verificati negli ingredienti","D","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_148","Usare la stessa pinza per panini diversi può:","Trasferire allergeni da un alimento all’altro","Rendere più precisa l’etichetta","Eliminare gli allergeni con il contatto","Migliorare la conservazione","A","Reg. UE 2021/382 - gestione degli allergeni"
"HACCP - Somministrazione e preparazioni semplici","HACCP_149","La dicitura “può contenere” indica:","Che il prodotto è scaduto","Che l’alimento non deve essere refrigerato","Un possibile rischio di presenza involontaria dell’allergene","Che l’allergene è sicuramente assente","C","Reg. UE 1169/2011, artt. 9, 21 e 44, All. II"
"HACCP - Somministrazione e preparazioni semplici","HACCP_150","In caso di dubbio sulla sicurezza di un ordine per una persona allergica è corretto:","Togliere l’etichetta dell’ingrediente","Non improvvisare e spiegare con chiarezza i limiti del servizio","Servire l’ordine senza informare nessuno","Garantire comunque che non vi siano tracce","B","Reg. UE 2021/382 - gestione degli allergeni"
